FLaSHLogNumber,Project,Date,Station,Species,SerialNumber,PreyType,PreyLengthSpecies,PreyLength,Estimate,PreyWeight
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.38,G,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.38,G,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,0.9,,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.38,G,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.38,G,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.38,G,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,0.8,,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,0.8,,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,3.8,,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.38,G,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.2,,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.38,G,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.5,,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.4,,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,0.9,,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.38,G,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Corophium,,1.38,G,
110,FMWT,10/7/2011 0:00,508,delta smelt,2383,Gammarus,,2,,
111,FMWT,10/7/2011 0:00,518,delta smelt,2427,Unid Mysids,,2.1,ED,
112,FMWT,10/7/2011 0:00,507,delta smelt,2401,Unid Mysids,,2.35,M,
112,FMWT,10/7/2011 0:00,507,delta smelt,2401,Unid Mysids,,2.35,M,
112,FMWT,10/7/2011 0:00,507,delta smelt,2401,Corophium,,1,,
113,FMWT,10/7/2011 0:00,507,delta smelt,2397,Hyperacanthomysis longirostris,,1.5,,
113,FMWT,10/7/2011 0:00,507,delta smelt,2397,Corophium,,1.2,,
100,FMWT,9/13/2011 0:00,515,delta smelt,1222,Corophium,,1.1,,
100,FMWT,9/13/2011 0:00,515,delta smelt,1222,Corophium,,1.1,,
100,FMWT,9/13/2011 0:00,515,delta smelt,1222,Corophium,,1.1,,
100,FMWT,9/13/2011 0:00,515,delta smelt,1222,Corophium,,1.1,,
100,FMWT,9/13/2011 0:00,515,delta smelt,1222,Corophium,,1.1,,
114,FMWT,10/7/2011 0:00,507,delta smelt,2405,Hyperacanthomysis longirostris,,1.3,,
114,FMWT,10/7/2011 0:00,507,delta smelt,2405,Hyperacanthomysis longirostris,,1.2,,
114,FMWT,10/7/2011 0:00,507,delta smelt,2405,Hyperacanthomysis longirostris,,1.25,G,
114,FMWT,10/7/2011 0:00,507,delta smelt,2405,Hyperacanthomysis longirostris,,1.25,G,
114,FMWT,10/7/2011 0:00,507,delta smelt,2405,Hyperacanthomysis longirostris,,1.25,G,
114,FMWT,10/7/2011 0:00,507,delta smelt,2405,Hyperacanthomysis longirostris,,1.25,G,
114,FMWT,10/7/2011 0:00,507,delta smelt,2405,Hyperacanthomysis longirostris,,1.25,G,
115,FMWT,10/7/2011 0:00,507,delta smelt,2392,Hyperacanthomysis longirostris,,2,,
115,FMWT,10/7/2011 0:00,507,delta smelt,2392,Hyperacanthomysis longirostris,,2.1,,
115,FMWT,10/7/2011 0:00,507,delta smelt,2392,Corophium,,0.9,,
115,FMWT,10/7/2011 0:00,507,delta smelt,2392,Corophium,,0.8,,
115,FMWT,10/7/2011 0:00,507,delta smelt,2392,Corophium,,1.1,,
115,FMWT,10/7/2011 0:00,507,delta smelt,2392,Corophium,,1,,
116,FMWT,10/7/2011 0:00,518,delta smelt,2424,Unid Mysids,,2.26,M,
116,FMWT,10/7/2011 0:00,518,delta smelt,2424,Unid Amphipod,Unid amphipod,1.1,Y,
117,FMWT,10/7/2011 0:00,507,delta smelt,2396,Corophium,,1,,
119,FMWT,10/7/2011 0:00,507,delta smelt,2403,Unid Mysids,,3.1,ED,
119,FMWT,10/7/2011 0:00,507,delta smelt,2403,Corophium,,1.5,,
120,FMWT,10/7/2011 0:00,507,delta smelt,2385,Unid Mysids,,1.5,,
120,FMWT,10/7/2011 0:00,507,delta smelt,2385,Unid Mysids,,5.1,ED,
120,FMWT,10/7/2011 0:00,507,delta smelt,2385,Hyperacanthomysis longirostris,,1.9,,
120,FMWT,10/7/2011 0:00,507,delta smelt,2385,Hyperacanthomysis longirostris,,1.4,,
120,FMWT,10/7/2011 0:00,507,delta smelt,2385,Corophium,,1,,
121,FMWT,10/7/2011 0:00,518,delta smelt,2426,Hyperacanthomysis longirostris,,3,,
121,FMWT,10/7/2011 0:00,518,delta smelt,2426,Hyperacanthomysis longirostris,,2.4,,
121,FMWT,10/7/2011 0:00,518,delta smelt,2426,Hyperacanthomysis longirostris,,2.7,G,
121,FMWT,10/7/2011 0:00,518,delta smelt,2426,Corophium,,1.2,,
121,FMWT,10/7/2011 0:00,518,delta smelt,2426,Corophium,,1,,
123,FMWT,10/7/2011 0:00,507,delta smelt,2393,Corophium,,1.2,,
123,FMWT,10/7/2011 0:00,507,delta smelt,2393,Corophium,,1.2,,
123,FMWT,10/7/2011 0:00,507,delta smelt,2393,Corophium,,1.2,G,
123,FMWT,10/7/2011 0:00,507,delta smelt,2393,Corophium,,1.2,G,
124,FMWT,10/7/2011 0:00,507,delta smelt,2391,Unid Mysids,,2.55,G,
124,FMWT,10/7/2011 0:00,507,delta smelt,2391,Hyperacanthomysis longirostris,,3.3,ED,
124,FMWT,10/7/2011 0:00,507,delta smelt,2391,Hyperacanthomysis longirostris,,1.8,ED,
124,FMWT,10/7/2011 0:00,507,delta smelt,2391,Corophium,,1,,
124,FMWT,10/7/2011 0:00,507,delta smelt,2391,Corophium,,1.1,,
125,FMWT,10/7/2011 0:00,507,delta smelt,2402,Unid Mysids,,2.35,M,
125,FMWT,10/7/2011 0:00,507,delta smelt,2402,Unid Mysids,,2.35,M,
125,FMWT,10/7/2011 0:00,507,delta smelt,2402,Corophium,,1.1,,
128,FMWT,10/7/2011 0:00,507,delta smelt,2394,Unid Mysids,,1.4,G,
128,FMWT,10/7/2011 0:00,507,delta smelt,2394,Unid Mysids,,1.4,,
128,FMWT,10/7/2011 0:00,507,delta smelt,2394,Hyperacanthomysis longirostris,,1.6,G,
128,FMWT,10/7/2011 0:00,507,delta smelt,2394,Hyperacanthomysis longirostris,,1.6,G,
128,FMWT,10/7/2011 0:00,507,delta smelt,2394,Hyperacanthomysis longirostris,,1.5,,
128,FMWT,10/7/2011 0:00,507,delta smelt,2394,Hyperacanthomysis longirostris,,1.6,,
128,FMWT,10/7/2011 0:00,507,delta smelt,2394,Hyperacanthomysis longirostris,,1.8,,
128,FMWT,10/7/2011 0:00,507,delta smelt,2394,Hyperacanthomysis longirostris,,1.4,,
128,FMWT,10/7/2011 0:00,507,delta smelt,2394,Corophium,,1,,
128,FMWT,10/7/2011 0:00,507,delta smelt,2394,Corophium,,0.8,,
129,FMWT,10/7/2011 0:00,518,delta smelt,2428,Corophium,,1.1,,
130,FMWT,10/7/2011 0:00,519,delta smelt,2413,Hyperacanthomysis longirostris,,1.8,,
131,FMWT,10/7/2011 0:00,507,delta smelt,2395,Hyperacanthomysis longirostris,,1.9,,
131,FMWT,10/7/2011 0:00,507,delta smelt,2395,Hyperacanthomysis longirostris,,1.9,,
131,FMWT,10/7/2011 0:00,507,delta smelt,2395,Hyperacanthomysis longirostris,,1.9,,
131,FMWT,10/7/2011 0:00,507,delta smelt,2395,Corophium,,1.25,,
133,FMWT,10/7/2011 0:00,507,delta smelt,2406,Unid Mysids,,2.35,M,
133,FMWT,10/7/2011 0:00,507,delta smelt,2406,Unid Mysids,,2.35,M,
134,FMWT,10/7/2011 0:00,518,delta smelt,2425,Unid Mysids,,1.7,G,
134,FMWT,10/7/2011 0:00,518,delta smelt,2425,Unid Mysids,,1.7,G,
134,FMWT,10/7/2011 0:00,518,delta smelt,2425,Hyperacanthomysis longirostris,,1.7,,
135,FMWT,10/7/2011 0:00,507,delta smelt,2404,Hyperacanthomysis longirostris,,2,,
135,FMWT,10/7/2011 0:00,507,delta smelt,2404,Hyperacanthomysis longirostris,,2.3,,
135,FMWT,10/7/2011 0:00,507,delta smelt,2404,Hyperacanthomysis longirostris,,2.1,,
135,FMWT,10/7/2011 0:00,507,delta smelt,2404,Hyperacanthomysis longirostris,,2.2,,
135,FMWT,10/7/2011 0:00,507,delta smelt,2404,Hyperacanthomysis longirostris,,2.15,G,
135,FMWT,10/7/2011 0:00,507,delta smelt,2404,Corophium,,1,,
135,FMWT,10/7/2011 0:00,507,delta smelt,2404,Corophium,,1,,
138,FMWT,10/7/2011 0:00,507,delta smelt,2407,Corophium,,1.1,,
139,FMWT,10/7/2011 0:00,518,delta smelt,2422,Hyperacanthomysis longirostris,,1.83,M,
139,FMWT,10/7/2011 0:00,518,delta smelt,2422,Hyperacanthomysis longirostris,,1.83,M,
139,FMWT,10/7/2011 0:00,518,delta smelt,2422,Hyperacanthomysis longirostris,,1.83,M,
140,FMWT,10/7/2011 0:00,510,delta smelt,2367,Corophium,,1.1,,
140,FMWT,10/7/2011 0:00,510,delta smelt,2367,Corophium,,1,,
140,FMWT,10/7/2011 0:00,510,delta smelt,2367,Corophium,,1,,
140,FMWT,10/7/2011 0:00,510,delta smelt,2367,Corophium,,0.8,,
140,FMWT,10/7/2011 0:00,510,delta smelt,2367,Corophium,,1.1,,
143,FMWT,10/7/2011 0:00,507,delta smelt,2399,Unid Mysids,,2.26,M,
143,FMWT,10/7/2011 0:00,507,delta smelt,2399,Corophium,,1.3,,
144,FMWT,10/7/2011 0:00,507,delta smelt,2388,Unid Mysids,,2.35,M,
144,FMWT,10/7/2011 0:00,507,delta smelt,2388,Unid Mysids,,2.35,M,
144,FMWT,10/7/2011 0:00,507,delta smelt,2388,Corophium,,1.4,,
144,FMWT,10/7/2011 0:00,507,delta smelt,2388,Corophium,,1.3,,
125,FMWT,10/7/2011 0:00,507,delta smelt,2402,Corophium,,1.1,,
125,FMWT,10/7/2011 0:00,507,delta smelt,2402,Corophium,,1.05,G,
125,FMWT,10/7/2011 0:00,507,delta smelt,2402,Corophium,,1,,
125,FMWT,10/7/2011 0:00,507,delta smelt,2402,Corophium,,1.1,,
125,FMWT,10/7/2011 0:00,507,delta smelt,2402,Corophium,,1,,
91,FMWT,9/13/2011 0:00,507,delta smelt,1296,Hyperacanthomysis longirostris,,1.84,M,
145,FMWT,12/12/2011 0:00,706,delta smelt,3321,Corophium,,1.3,,
145,FMWT,12/12/2011 0:00,706,delta smelt,3321,Corophium,,1.2,,
145,FMWT,12/12/2011 0:00,706,delta smelt,3321,Corophium,,1.1,,
145,FMWT,12/12/2011 0:00,706,delta smelt,3321,Corophium,,1.1,,
145,FMWT,12/12/2011 0:00,706,delta smelt,3321,Corophium,,1.2,G,
145,FMWT,12/12/2011 0:00,706,delta smelt,3321,Unid Mysids,,1.8,M,
146,FMWT,12/12/2011 0:00,706,delta smelt,3325,Unid Mysids,,1.8,M,
146,FMWT,12/12/2011 0:00,706,delta smelt,3325,Corophium,C. alienense,1,,
146,FMWT,12/12/2011 0:00,706,delta smelt,3325,Corophium,C. alienense,1.1,,
146,FMWT,12/12/2011 0:00,706,delta smelt,3325,Corophium,C. alienense,1.1,,
146,FMWT,12/12/2011 0:00,706,delta smelt,3325,Corophium,C. alienense,1.1,,
146,FMWT,12/12/2011 0:00,706,delta smelt,3325,Corophium,Unid Corophium,4.4,,
147,FMWT,12/9/2011 0:00,519,delta smelt,3251,Corophium,,1,,
147,FMWT,12/9/2011 0:00,519,delta smelt,3251,Corophium,,1.1,,
147,FMWT,12/9/2011 0:00,519,delta smelt,3251,Corophium,,1.1,,
147,FMWT,12/9/2011 0:00,519,delta smelt,3251,Unid Mysids,,2.1,E,
147,FMWT,12/9/2011 0:00,519,delta smelt,3251,Unid Mysids,,2.1,E,
147,FMWT,12/9/2011 0:00,519,delta smelt,3251,Unid Mysids,,2.6,E,
148,FMWT,12/9/2011 0:00,519,delta smelt,3249,Corophium,,1.3,,
148,FMWT,12/9/2011 0:00,519,delta smelt,3249,Corophium,,3.3,E,
148,FMWT,12/9/2011 0:00,519,delta smelt,3249,Corophium,,3.3,E,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Unid Mysids,,1.8,M,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.8,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.8,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.8,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.8,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.9,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.9,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.9,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.9,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.9,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.1,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.2,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.2,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.2,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.2,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.2,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.2,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.2,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.3,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.3,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.3,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.3,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.3,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.3,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.4,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.4,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.4,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.5,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.5,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.5,,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.8,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.9,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,0.9,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.1,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.1,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.1,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.2,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.2,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.3,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.3,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.4,G,
149,FMWT,12/12/2011 0:00,703,delta smelt,3427,Corophium,,1.5,G,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Hyperacanthomysis longirostris,,1.8,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,,4.5,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,,2,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,,3.6,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,,3.7,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,,3.5,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,,4.3,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,,3.2,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,,3.4,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,,3,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,,3.5,G,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,,3.5,G,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1.1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,0.9,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1.1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1.1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1.1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1.1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1.1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1.1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1,G,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1,G,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Corophium,,1,G,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Unid Amphipod,Unid amphipod,5.4,,
151,FMWT,12/12/2011 0:00,705,delta smelt,3377,Corophium,,1.1,,
151,FMWT,12/12/2011 0:00,705,delta smelt,3377,Corophium,,1.3,,
151,FMWT,12/12/2011 0:00,705,delta smelt,3377,Corophium,,1,,
151,FMWT,12/12/2011 0:00,705,delta smelt,3377,Corophium,,1.2,,
151,FMWT,12/12/2011 0:00,705,delta smelt,3377,Corophium,,1,G,
151,FMWT,12/12/2011 0:00,705,delta smelt,3377,Corophium,,1.1,G,
151,FMWT,12/12/2011 0:00,705,delta smelt,3377,Corophium,,1.2,G,
151,FMWT,12/12/2011 0:00,705,delta smelt,3377,Corophium,,1.3,G,
152,FMWT,12/12/2011 0:00,706,delta smelt,3344,Corophium,,1.1,,
152,FMWT,12/12/2011 0:00,706,delta smelt,3344,Corophium,,1.1,,
152,FMWT,12/12/2011 0:00,706,delta smelt,3344,Corophium,,1.1,,
152,FMWT,12/12/2011 0:00,706,delta smelt,3344,Corophium,,1.2,,
152,FMWT,12/12/2011 0:00,706,delta smelt,3344,Corophium,,1,,
152,FMWT,12/12/2011 0:00,706,delta smelt,3344,Corophium,,0.9,,
152,FMWT,12/12/2011 0:00,706,delta smelt,3344,Corophium,,1.1,G,
153,FMWT,12/12/2011 0:00,705,delta smelt,3373,Corophium,,1.1,,
153,FMWT,12/12/2011 0:00,705,delta smelt,3373,Unid Amphipod,Unid amphipod,1.1,G,
154,FMWT,10/7/2011 0:00,507,delta smelt,2386,Corophium,,1.2,,
154,FMWT,10/7/2011 0:00,507,delta smelt,2386,Corophium,,1.1,,
154,FMWT,10/7/2011 0:00,507,delta smelt,2386,Corophium,,1,,
155,FMWT,10/7/2011 0:00,507,delta smelt,2387,Hyperacanthomysis longirostris,,2.1,,
155,FMWT,10/7/2011 0:00,507,delta smelt,2387,Corophium,,1,,
155,FMWT,10/7/2011 0:00,507,delta smelt,2387,Corophium,,1,,
155,FMWT,10/7/2011 0:00,507,delta smelt,2387,Unid Amphipod,Unid amphipod,1,G,
156,FMWT,10/7/2011 0:00,519,delta smelt,2416,Corophium,,1.1,,
158,FMWT,10/7/2011 0:00,507,delta smelt,2389,Unid Mysids,,1.6,E,
158,FMWT,10/7/2011 0:00,507,delta smelt,2389,Corophium,,1.1,,
158,FMWT,10/7/2011 0:00,507,delta smelt,2389,Corophium,,1.5,,
159,FMWT,10/7/2011 0:00,518,delta smelt,2423,Isopods,,1.5,,
159,FMWT,10/7/2011 0:00,518,delta smelt,2423,Isopods,,1.5,,
159,FMWT,10/7/2011 0:00,518,delta smelt,2423,Unid Amphipod,Unid amphipod,1,M,
159,FMWT,10/7/2011 0:00,518,delta smelt,2423,Unid Amphipod,Unid amphipod,1,M,
161,FMWT,10/10/2011 0:00,721,delta smelt,2612,Corophium,,1.1,,
161,FMWT,10/10/2011 0:00,721,delta smelt,2612,Corophium,,1,,
161,FMWT,10/10/2011 0:00,721,delta smelt,2612,Corophium,,1,G,
162,FMWT,10/10/2011 0:00,721,delta smelt,2610,Corophium,,1.5,,
165,FMWT,11/15/2011 0:00,704,delta smelt,2848,Gammarus,G. daiberi,4.8,,
165,FMWT,11/15/2011 0:00,704,delta smelt,2848,Unid Mysids,,6.1,ED,
165,FMWT,11/15/2011 0:00,704,delta smelt,2848,Unid Mysids,,3.1,ED,
166,FMWT,9/8/2011 0:00,502,delta smelt,1115,Hyperacanthomysis longirostris,,2.1,,
166,FMWT,9/8/2011 0:00,502,delta smelt,1115,Corophium,A. stimpsoni,2.2,,
166,FMWT,9/8/2011 0:00,502,delta smelt,1115,Corophium,,1.1,,
166,FMWT,9/8/2011 0:00,502,delta smelt,1115,Corophium,,1.1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Hyperacanthomysis longirostris,,1.8,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Hyperacanthomysis longirostris,,1.9,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Hyperacanthomysis longirostris,,1.8,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Hyperacanthomysis longirostris,,2,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Hyperacanthomysis longirostris,,1.9,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Hyperacanthomysis longirostris,,1.9,G,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,0.9,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,0.9,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1.1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1.1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1.1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1.1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1.1,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1.2,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1.2,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1.3,,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,G,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,G,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1,G,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1.1,G,
167,FMWT,9/8/2011 0:00,502,delta smelt,1116,Corophium,,1.2,G,
169,FMWT,11/15/2011 0:00,704,delta smelt,2846,Unid Mysids,,7.1,ED,
170,FMWT,11/15/2011 0:00,704,delta smelt,2849,Gammarus,,3.8,ED,
171,FMWT,11/21/2011 0:00,797,delta smelt,3045,Unid Mysids,,7.1,ED,
172,FMWT,11/21/2011 0:00,719,delta smelt,2974,Corophium,,1.5,,
172,FMWT,11/21/2011 0:00,719,delta smelt,2974,Unid Mysids,,6.1,ED,
172,FMWT,11/21/2011 0:00,719,delta smelt,2974,Unid Mysids,,6.1,ED,
172,FMWT,11/21/2011 0:00,719,delta smelt,2974,Unid Mysids,,3.1,ED,
172,FMWT,11/21/2011 0:00,719,delta smelt,2974,Unid Mysids,,6.1,G,
172,FMWT,11/21/2011 0:00,719,delta smelt,2974,Unid Mysids,,6.1,G,
172,FMWT,11/21/2011 0:00,719,delta smelt,2974,Unid Mysids,,3.1,G,
172,FMWT,11/21/2011 0:00,719,delta smelt,2974,Unid Mysids,,6.1,G,
172,FMWT,11/21/2011 0:00,719,delta smelt,2974,Unid Mysids,,3.1,G,
173,FMWT,11/21/2011 0:00,719,delta smelt,2976,Corophium,,1.1,,
